country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.31324768,31.41045189,58.26768875,65.34529114,70.64100647,94.26863098,123.4087677,168.4783936,259.545166,246.335846,290.270813,324.657196,332.8370056,395.7140503,408.8848572,370.9266052,366.2273254,418.8600159,439.4309082,549.4743652,551.543396,,
American Samoa,ASM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.1311646,571.1116333,557.902771,612.1538086,596.0717773,639.2401733,662.7189331,711.5620728,691.2073364,606.9046021,720.9244385,713.9985352,749.9437866,735.4927979,822.3922119,784.6453857,812.5109253,785.4710083,849.8334961,801.5438232,830.3395386,,
Australia,AUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.528687,1559.821289,1763.695801,2240.746094,2760.830811,3014.10498,3194.030762,3815.336426,4107.012695,4011.932861,4975.471191,5909.149902,6071.650879,5843.174316,6139.393066,5324.34082,5453.99707,5816.260742,5864.394531,5555.374023,5901.106445,,
Austria,AUT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2269.126465,2282.515869,2497.865967,3091.240234,3594.650391,3710.397949,3882.981934,4478.768555,5057.760742,4928.987793,4800.793457,5167.817871,4966.095703,5235.341309,5393.602051,4612.824219,4709.875977,4938.919922,5337.218262,5262.054199,5585.088379,6491.12207,
Azerbaijan,AZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.98356628,18.99339676,20.35701752,23.51784706,27.03929138,34.5994606,49.48408508,74.08601379,105.2401047,126.9485855,142.6126251,172.3985443,217.7929993,234.2353363,260.8269653,220.9816589,153.2156372,151.614151,165.0249023,191.7555237,191.2273102,,
Burundi,BDI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52349854,8.68435192,8.03355122,7.21945143,9.89765072,12.73564625,16.53172112,18.06217384,17.98236084,21.10002899,25.10807228,23.81056213,20.31077957,20.62176895,18.59082222,18.2036705,19.46626472,20.7039566,19.5513401,16.58985329,16.42022514,,
Belgium,BEL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.916016,1879.934814,2084.719971,2814.880615,3312.741211,3405.88501,3545.927734,4064.876465,4653.505859,4638.438965,4531.033691,4930.141602,4694.45752,4941.96582,5063.925293,4432.703613,4529.787109,4761.874023,5142.367188,4983.656738,5009.455078,,
Benin,BEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.60655975,16.51670074,17.17604637,21.21524048,24.11998749,23.65154839,24.89053345,27.33629799,29.63585472,29.99653816,30.25543213,34.04095459,37.98866653,34.71200562,33.38310242,27.91026306,25.93355942,28.52169609,29.65632439,27.17067146,32.12714767,,
Burkina Faso,BFA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36981916,7.52252769,8.51982498,11.43507481,17.09873199,17.50115776,20.64653969,27.04532623,28.90426254,30.68659401,32.8663559,33.8243866,33.78236771,42.40937042,38.37065506,32.44025803,39.64500427,43.07155609,39.00283813,41.07073212,54.17696762,,
Bangladesh,BGD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6186285,8.41617775,9.37759209,10.3110857,11.10974789,11.61940002,12.37925339,14.41430759,15.99568462,18.20583725,21.15062714,23.28593445,23.89686203,27.40725899,30.29579544,33.53680038,39.55920792,42.27734375,44.74491119,47.66782379,50.66413116,,
Bulgaria,BGR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.51976013,119.8299789,148.1479187,195.7436981,233.113327,267.741394,294.1089172,361.2349854,455.5405884,459.3002014,484.7522888,555.8641968,558.6479492,547.454834,605.2589111,521.4190674,562.3408203,624.5250244,689.9053955,697.8963623,856.7045288,,
Bahrain,BHR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.9359741,438.6097107,471.5829773,553.0543823,551.8898315,576.9389038,592.3751221,688.1436768,741.8596191,841.4814453,866.3862305,917.6530151,1030.846558,1111.218262,1123.626953,1134.46167,1111.429932,1098.74333,1049.061303,1024.390545,1109.99743,,
"Bahamas, The",BHS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.4403076,990.3112793,1013.735962,1053.420166,1067.91626,1140.251587,1242.348999,1334.877075,1410.937988,1396.889526,1421.712036,1418.668701,1491.596069,1531.37146,1589.973877,1557.938477,1692.256104,2067.88623,1920.341064,1921.127075,1850.996216,,
Bosnia and Herzegovina,BIH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.2890625,104.8823013,118.6892319,168.2800293,222.1770935,241.7700653,281.6235046,364.3659973,459.7754517,409.5067444,406.1713257,456.8049622,444.4206543,474.1942749,492.2119751,430.1271362,449.4085693,469.7721252,527.8095093,543.9828491,591.4064331,,
Belarus,BLR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.50430298,71.49589539,83.73773193,105.6564255,137.27948,190.860733,215.72052,271.1952515,339.6907044,281.0324097,332.7008972,310.1462097,355.4312439,443.8851929,438.053894,352.9858398,290.5529785,324.6889648,342.2110901,390.2497253,408.0947266,,
Belize,BLZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5213165,162.0722656,170.5810089,171.8561096,172.9487763,176.5420075,191.0374603,227.6395416,250.8681793,242.1031494,242.6184082,253.3620606,246.7473145,258.7583923,293.1546326,283.9475708,296.5607605,282.9595947,286.5994568,303.533905,277.990387,,
Bermuda,BMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.95851135,44.91654968,43.48994827,46.37623215,46.29327393,51.6701889,55.93380737,63.45651245,77.74305725,89.26693726,99.99167633,119.2386169,134.630661,159.0892181,178.2088013,194.9240112,205.9224396,212.8791351,229.2254028,239.1754456,241.1182251,,
Brazil,BRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6140442,268.6497192,245.6619415,250.3089447,294.3838501,383.5508728,483.9191589,600.6356812,705.1339722,719.4265137,893.7750855,1028.084717,953.703125,977.8168945,1013.56842,782.5229492,795.9379883,937.3428955,863.2817383,850.4328613,700.7127075,,
Barbados,BRB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.3776245,635.9644775,683.3395996,801.9308472,938.4135132,959.4101563,1026.708862,1042.755005,1136.730591,1165.940063,1117.034302,1166.433716,1298.255859,1266.211426,1184.376587,1148.700073,1158.155762,1180.755615,1193.492798,1171.256226,1199.712036,,
Brunei Darussalam,BRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.3886719,463.8158569,472.2997437,534.1412354,617.5216675,643.3348389,650.2209473,695.6499023,778.060669,729.1307373,788.5003052,860.0778198,867.0618897,834.3091431,785.590271,732.394165,681.9734497,639.9196777,753.8118286,674.6516113,650.4782105,,
Bhutan,BTN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.09416771,35.96975327,35.96072769,37.33245468,46.10057831,46.69151688,54.01427841,64.43791199,57.31074142,59.43021393,71.98933411,77.32337952,83.64318848,85.9859848,86.81033325,96.52057648,97.18308258,103.3909073,101.6993332,115.3208084,133.7031403,,
Botswana,BWA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.2960205,191.8169861,194.5590515,253.9558563,279.177887,263.3413391,250.9231262,296.5655212,315.2705994,326.9522095,378.646698,415.5810852,405.960083,418.3235169,402.4575806,358.2232056,369.842041,444.5560303,419.6544495,408.8959961,362.7345276,,
Central African Republic,CAF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8634491,9.26134109,10.61978436,13.00553608,13.72547722,14.66589355,15.91440105,18.94978714,18.67624855,21.82637405,16.40023994,18.9371357,20.60425186,16.78926849,18.02748299,17.71483231,20.25914001,27.64416504,49.17564392,34.23019409,41.96052933,,
Canada,CAN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.668701,2055.759766,2149.379395,2552.263916,2916.251465,3291.220947,3788.686279,4221.928711,4491.229492,4392.144043,5096.123535,5437.852051,5541.577148,5484.807617,5231.947754,4679.976074,4668.236328,4900.668945,5052.677734,5083.725586,5619.416016,6086.075195,
Central Europe and the Baltics,CEB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.1422076,252.1759466,298.2324758,372.9412809,446.7367993,522.5036194,580.0235531,729.2921008,927.1541944,842.0350386,855.0534711,906.6744133,850.648139,914.3540886,931.1826366,812.5953462,845.3210645,938.7953246,1053.573309,1089.93758,1181.129794,,
Switzerland,CHE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3559.819824,3763.384521,4211.729492,5018.527344,5608.703125,5673.94043,5671.981445,6154.703125,7120.651855,7297.379883,7705.175781,9191.958984,8917.119141,9275.798828,9578.645508,9382.791016,9439.424805,9606.349609,9870.574219,9666.980469,10309.7627,,
Channel Islands,CHI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.7441406,326.9662476,322.874054,349.7790527,427.4367676,500.8745422,571.8983154,649.9224243,726.7366943,738.284729,870.7095947,994.6660767,1081.460815,1183.62085,1150.061646,1133.279785,1179.733765,1367.716431,1457.272705,1369.484009,1278.178833,1478.829346,
China,CHN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.99362183,44.56903839,50.15548325,56.79228973,64.54340363,73.29019928,82.79460144,98.87766266,134.2076416,165.2944489,189.3437042,239.7543335,285.31427,329.7810669,363.0093994,393.7799072,398.7892151,440.588501,504.7997437,539.6194458,583.4321899,,
Cote d'Ivoire,CIV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.16062546,54.03316116,57.24786377,64.14105988,67.6804657,62.34985352,60.48682404,64.6838913,75.87518311,72.83110809,71.98825836,72.44979095,74.48454285,71.52493286,79.31149292,62.51667023,66.39353943,68.61872864,70.97071075,73.64801652,85.17427902,,
Cameroon,CMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.79333305,27.46539879,31.41914558,38.10652161,41.7527771,42.60778809,44.01630783,48.61966705,53.99885559,50.604702,49.50485611,57.71255493,56.3600235,56.61405563,61.80369186,50.31904221,51.2496109,50.27867889,57.7002182,56.18640518,58.00534439,,
"Congo, Dem. Rep.",COD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25327301,5.83626461,4.487679,6.41727734,8.30388451,8.99746132,10.87652206,12.03601742,15.85860348,13.19093895,12.53950882,12.27988434,13.62572193,15.86667633,18.79024887,19.13417244,19.91032028,18.74936485,17.87852287,19.85771751,21.25385666,,
"Congo, Rep.",COG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44675827,20.41893959,17.09034348,21.64731407,27.67554474,31.10122681,36.16910553,42.22277832,63.7890892,48.9272995,54.86231995,59.84463501,71.6878891,72.29035187,71.47676086,57.67850113,54.67388153,52.68054199,47.67589569,58.90272522,80.80835724,,
Colombia,COL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2853699,138.0442352,131.783844,129.3348694,159.1937103,209.2530212,239.3891144,309.0366516,378.1841126,383.4328308,452.1530151,501.2650757,546.5491333,579.9136963,586.6782227,468.5885315,447.2358093,495.2969971,517.1584473,522.5492554,477.2748108,,
Comoros,COM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.50021362,45.25306702,51.05594635,63.81992722,70.50469971,67.78135681,65.70906067,69.87508392,73.73594666,69.42589569,69.0898819,80.95452881,76.77297974,81.4433136,84.27106476,60.86703491,63.14864731,74.52148438,74.43584442,77.80075073,80.82440186,,
Cabo Verde,CPV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.89910889,62.78510284,68.21862793,83.48031616,92.04717255,94.58552551,111.2813492,125.5742188,125.5351028,127.7991486,142.8777161,152.2834778,167.4928131,181.2954865,181.4419556,139.4853668,144.3252258,165.0376282,178.5514832,173.9808044,176.0241699,,
Costa Rica,CRI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.7019043,255.182312,276.2371216,287.3734741,290.1335449,309.5142822,359.7924805,423.6381226,510.9915466,529.6087036,654.1734009,742.1419067,776.4348755,816.8787231,822.9100342,875.3497315,870.7384033,853.7504883,902.2211914,914.8847046,953.0825806,,
Caribbean small states,CSS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.7744986,246.6589844,264.9252299,271.0940453,309.4866724,342.7378888,367.2575605,425.8824718,469.4865583,457.3279769,482.1447205,504.1465323,517.0394767,534.7185431,546.8600188,571.3346476,570.2541455,612.0698424,622.5441313,644.2497077,622.5470345,,
Cuba,CUB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.1472473,198.5879364,213.9562683,227.6985931,232.5059509,331.9881287,387.4414673,570.3143311,610.0915527,676.2246094,608.9615479,695.9915772,601.4242554,710.793396,864.1555786,985.4190064,984.2486572,980.0921631,973.1374512,1013.101379,1186.161377,,
Curacao,CUW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.5167236,782.1616211,890.4829712,1145.058472,1286.971558,1366.01709,1474.02063,1694.271851,2155.246582,2105.477783,2045.292358,2114.668945,1899.372559,1916.322632,1873.891357,1596.2052,1649.412476,1773.411621,2020.733398,2043.678589,2245.36084,,
Czechia,CZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.921051,388.5440369,497.7420349,640.6604004,746.3289185,852.6524658,942.118042,1110.176636,1449.336792,1442.242798,1373.931763,1516.55542,1387.406006,1554.509033,1512.926147,1284.046753,1321.620239,1525.3479,1753.199097,1803.052734,2119.848633,,
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.354736,2346.669189,2567.50293,3152.794189,3459.824951,3558.213379,3698.043457,4182.916016,4669.760254,4674.919434,4611.421875,5037.508789,4765.694824,5099.888672,5307.37793,4624.625,4742.963867,5064.843262,5503.99707,5478.102539,5930.332031,6503.356445,
Djibouti,DJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.90503311,29.72530746,38.04571533,43.43887711,37.98559189,38.61268234,44.40260696,46.96432114,49.89622879,50.82191849,51.37112808,62.67469025,65.69985962,61.38714981,66.44046021,74.74412537,69.79541779,65.55883026,64.47797394,62.30675125,62.80937195,,
Dominica,DMA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.646698,231.9836426,227.2182007,243.1025696,253.9832459,263.8952026,271.4978333,293.6182556,336.3532715,354.4477844,370.3132935,388.8713074,408.7749023,387.0828857,394.6729431,398.5212402,421.3217773,404.6090393,484.5222168,442.5115967,426.6643677,,
Denmark,DNK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.047119,2602.642822,2895.807373,3607.042969,4194.873535,4442.755371,4778.891602,5468.379395,6137.776367,6221.688965,6171.285156,6438.212402,6168.339355,6334.415527,6466.897949,5531.878906,5624.329102,5834.020508,6232.72168,6058.830078,6438.393066,7375.151367,
Dominican Republic,DOM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.9989777,144.1726227,153.8589935,105.3111572,105.8401489,169.9686585,162.9429779,191.2214508,230.5057831,238.2713623,271.2666321,295.194397,305.4364624,303.3797913,313.4575195,322.9460754,329.1087952,337.6092529,327.9010925,346.5079041,354.0953369,,
Algeria,DZA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.11769485,67.33850098,66.94760132,76.23547363,93.02433014,101.3037338,117.433136,151.7792053,207.8488159,208.9350128,230.0639191,288.313324,336.6726685,333.1602783,361.1594238,292.9165955,262.1321716,259.6488648,257.8498535,250.5607758,214.8517914,,
East Asia & Pacific (excluding high income),EAP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.501628,39.64795162,44.22892551,50.48893909,56.78692762,65.17203637,74.77079332,89.42999102,116.8454608,138.8493796,160.7522871,200.8338206,234.5134073,265.7809837,288.6421828,308.489818,313.4786275,343.8129091,390.136699,416.6600797,448.6350093,,
Early-demographic dividend,EAR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.43266828,67.45799982,61.21226968,67.8154223,76.76437325,87.64774987,98.55774522,114.1549018,126.091368,128.0840378,146.0714192,160.4824269,167.2285434,172.251342,171.5414752,167.92229,163.21733,170.5900303,165.5579578,155.0690974,157.4438399,,
East Asia & Pacific,EAS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.6301226,223.7946949,225.4971978,252.9317803,279.5298824,293.4928547,299.3860869,323.9570486,376.7466632,421.9314732,480.3379598,589.9274707,629.1656793,605.9823575,619.6760652,606.088109,639.2409936,672.1007729,727.8658362,755.0758317,790.3246219,,
Europe & Central Asia (excluding high income),ECA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.18747627,96.23862699,115.1062091,141.9215556,179.6685048,226.1674312,277.4718074,351.0895226,436.699865,377.4002714,411.8029633,468.3962217,505.1876645,536.0262213,497.3229133,374.8646305,360.1745487,402.9148163,410.7455113,436.5442981,491.222375,,
Europe & Central Asia,ECS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.3695081,966.2807926,1088.975879,1354.899855,1571.562517,1664.159017,1786.068367,2049.743589,2298.745973,2206.579566,2191.65431,2373.646678,2277.079327,2379.915803,2427.327048,2100.118787,2094.889335,2190.691313,2345.82831,2336.702276,2529.867419,,
Ecuador,ECU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.32876968,71.49367523,97.70853424,132.662735,150.4978485,168.6268158,190.5289307,191.1144714,229.0994415,241.6792755,283.8228455,336.9970093,383.9912109,411.5002441,428.628418,459.270813,442.5538025,464.0197144,497.168396,487.3314514,478.5300293,,
