country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4651413,53.16601563,76.67762756,77.9679184,73.171875,63.10401154,61.30871582,58.42900848,71.69869995,73.95410156,78.01216125,79.00800323,79.76249695,84.6021347,83.67940521,83.00222015,81.67637634,85.46837616,86.4431076,86.59964752,79.64311218,,
American Samoa,ASM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.80508804,40.84836578,41.42494583,40.09136963,41.92370987,44.22232437,46.90571976,48.52497864,49.04826355,45.07781982,41.55625916,42.99832535,43.70473862,43.68273926,40.84020996,40.21233749,44.13653946,43.81506729,39.82854462,41.51376724,39.63380051,,
Australia,AUS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.16367722,28.89151955,28.06230736,28.65874672,28.31289291,28.16251564,28.33368301,27.0938015,27.67008209,26.98945808,27.64272308,26.73970222,28.76534462,32.27200699,29.84365082,28.96364975,28.89559174,28.73036957,28.4932785,26.19823837,24.91186714,,
Austria,AUT,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.83659172,26.35471153,26.56185722,26.86173248,27.94504738,27.34830856,27.1498642,27.20098686,26.21240234,27.15328979,27.60429382,27.31097412,27.12621498,27.83093834,27.48290825,27.54398727,27.64033318,26.18421745,25.51818085,25.0912323,23.62789726,,
Azerbaijan,AZE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.60762787,70.08329773,72.29094696,68.867836,65.7748642,58.51049423,56.38795471,52.713871,54.16812515,55.53508759,57.92219543,59.86849594,60.62773895,64.20560455,65.57722473,67.44889069,70.67050171,72.51228333,73.22861481,68.31981659,65.19860077,,
Burundi,BDI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.57231903,53.6508255,60.61325455,60.56898499,45.18771744,47.11100388,48.75333405,50.45308685,53.74073792,43.78639603,39.49122238,38.82874298,39.94078064,37.81323624,48.51926041,51.42174149,29.96576118,29.70310211,28.31686211,32.56153107,32.03273773,,
Belgium,BEL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.46908569,24.66787338,26.27672768,25.8830471,25.00301743,25.19863701,25.41399574,25.81640625,24.25080872,23.69958115,23.75276375,23.81827736,23.37721062,23.8146534,23.63473129,23.3132782,22.86271858,22.79745102,22.74849701,24.00392532,20.82964134,,
Benin,BEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.24702072,54.43483734,57.72973633,58.15346146,56.0488205,56.47822952,55.79606628,54.41661072,53.18040848,51.54034424,50.07919693,48.43403244,41.89283371,47.81689835,49.83951187,49.51201248,52.31195068,49.22228241,50.08086395,52.06536102,46.39199448,,
Burkina Faso,BFA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.11939621,46.76522446,42.19652557,37.07217789,32.99985886,33.66046524,32.89835358,29.5748806,34.04204559,36.71234894,33.64440918,38.4162674,38.66165161,41.50682831,43.8604393,46.95412827,36.43960953,38.70116806,42.30842972,42.38819504,38.38480759,,
Bangladesh,BGD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.02439117,68.50126648,65.70113373,65.72670746,65.92007446,68.66896057,69.12872314,69.45909882,70.73516083,70.67395782,70.44636536,70.99597168,70.92235565,71.94525146,73.13733673,75.12078094,73.93395233,72.72187805,73.20014191,74.64625549,76.54676819,,
Bulgaria,BGR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.44271088,43.92648697,40.66238785,39.28321838,40.57091904,40.427948,44.32723236,44.25086975,44.6055603,46.1959877,44.75667191,45.86564255,49.20022202,43.43709183,41.76139832,44.10270309,44.86665344,45.06515121,42.3634758,40.8441391,38.13056564,,
Bahrain,BHR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.90905952,28.31390953,28.74835968,34.03110886,32.66379547,30.12580872,30.59979248,35.74647522,34.79516602,33.84495544,34.79982376,34.66829681,34.65159225,34.81867599,35.01831436,34.98120499,38.63424301,43.11646958,41.16764784,41.72651407,37.30291589,,
"Bahamas, The",BHS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.77048111,59.47859573,59.81783295,58.92986679,59.62305069,60.11896896,60.85769272,59.30719376,56.52280045,53.85226822,54.35443878,54.8175621,55.96134949,53.85459137,54.5243988,55.0895462,50.82522583,44.19778824,49.5489006,47.37493134,39.07104874,,
Bosnia and Herzegovina,BIH,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.10306931,41.50927734,38.51511002,32.57687759,42.70067978,45.20005798,44.99708557,44.27066803,43.91299438,31.01282883,30.42263985,29.72920036,29.46184921,29.32859039,29.18129921,29.09063721,28.91307068,29.48861885,29.70884323,29.73446846,29.15570259,,
Belarus,BLR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.24327469,25.21857262,27.32117081,23.89540291,23.21843719,25.42789268,28.35405731,29.67510033,34.01032257,35.17311859,31.50159454,36.34972763,33.80138016,36.93608475,37.10070801,38.82481766,28.63863182,30.51343727,29.23060226,29.47939682,28.8170166,,
Belize,BLZ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.42572784,41.89169693,41.46998978,41.6875,41.63490677,39.77492142,36.0499649,30.97445869,28.52222633,30.28969383,30.64803314,30.53788757,31.54088783,31.03144646,27.74587631,28.96785355,29.44146729,29.64331627,28.86968994,29.7803936,27.28178787,,
Bermuda,BMU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.41328812,39.42514801,39.88735962,38.06578445,38.65198517,38.11709595,38.23095703,36.32851028,35.4160347,34.96269608,37.64148712,36.95423508,38.54709244,37.94885254,34.70809174,31.18536568,31.94018936,29.1684227,25.7176609,27.77645111,25.28781509,,
Brazil,BRA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.04624939,58.62712097,57.2971611,56.9462471,56.79905701,58.30110168,56.96648026,57.43232346,56.20293045,55.68764877,54.73280334,55.16176224,56.51362228,55.41260147,55.80924988,56.66340637,56.86286926,58.19538116,58.82274246,59.11333466,55.10334778,,
Barbados,BRB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.14652252,46.71128464,44.40620804,41.92995453,39.40134811,41.61945724,42.20868683,43.57706833,41.57781219,41.95425034,44.25512695,48.49702454,44.2961731,47.42866898,50.81040573,51.04409409,51.12524414,52.63700485,54.03665543,54.27687836,47.1477623,,
Brunei Darussalam,BRN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83131313,16.80674553,16.41055107,17.0513382,16.90948105,16.33396339,14.68852615,12.78499889,10.10823631,9.49940205,8.26134872,8.47186852,8.85192871,9.40742016,7.33459997,4.97357655,4.97981501,5.41142321,4.85835171,5.59261751,5.95650768,,
Bhutan,BTN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21379852,10.48113728,18.70030785,19.35541344,16.57698822,17.07495308,15.00291824,14.52112484,15.87287712,17.03741264,16.93257904,16.82222748,21.7142849,21.42552567,22.33860779,20.67406464,21.28587532,14.31341553,14.39869881,19.4673481,16.85573196,,
Botswana,BWA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6461277,28.94637299,28.18075752,28.9404068,29.93802643,31.50777626,32.10398865,28.31840897,25.27616119,41.13552475,37.34254456,33.74814987,30.88697433,27.23360252,24.1901741,25.21211433,27.81209755,14.72867393,22.88100815,19.0056076,19.63069725,,
Central African Republic,CAF,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.12248611,54.70584488,50.62969589,52.59421158,56.0254097,54.37731934,54.08043289,51.68034363,59.84119797,50.45884323,60.92179108,59.82344055,59.12965393,46.24708939,47.39440155,49.54203033,56.16416931,57.60929489,42.36107254,61.87137222,52.74495316,,
Canada,CAN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.14836121,27.19841576,27.56201553,26.86018372,26.93806458,26.96445656,30.56488609,30.40943718,30.24629021,29.81580353,30.07877541,29.76371956,29.53187943,29.2560463,29.40834045,29.34321976,30.31842995,30.26713753,30.13973427,30.21990395,25.03173447,25.46032524,
Central Europe and the Baltics,CEB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.24290847,26.33680078,25.7841742,25.51348462,27.27703761,26.61997302,26.82550046,26.89897276,26.31059118,26.208043,26.44731929,27.11451541,28.05414104,26.87555031,26.82100477,27.31423241,27.52906374,27.08564389,25.59735619,25.4665228,23.8938118,,
Switzerland,CHE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.43388367,70.03432465,68.63698578,68.59426117,69.11468506,68.95198822,69.39104462,69.28932953,68.39421844,67.85112762,67.63748932,67.05943298,66.25749207,67.21205139,67.90293884,68.1831665,69.00453949,68.44393158,68.77922821,67.89052582,64.33704376,,
Channel Islands,CHI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.20527649,63.63591385,62.45815277,61.75231171,60.53357697,60.65750504,58.63107681,57.74010086,56.46287155,53.12550354,52.88527679,52.84054947,52.0628624,52.34796143,52.26168823,51.98185349,50.34713745,49.60051727,49.17825317,49.08281326,43.6031456,43.15003586,
China,CHN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99923706,76.86101532,74.46868134,71.49859619,69.6325531,67.03216553,64.71517181,60.79319382,55.32193756,50.49612808,47.97203064,46.20240784,44.20845795,42.89426041,41.5543251,39.81039047,41.89695358,43.32621002,43.58293152,44.02029037,45.27583313,,
Cote d'Ivoire,CIV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.27438354,84.57530212,83.416008,83.54122925,81.44140625,82.75754547,80.62936401,78.52082062,75.23252869,74.74271393,76.12539673,74.62193298,67.49612427,71.71279144,65.68672943,61.9337883,59.38405228,58.24119949,58.65666962,56.79614684,49.69835404,,
Cameroon,CMR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.64713287,77.66763306,74.40691376,75.65302277,77.72568512,77.9550705,77.99977875,79.49417877,78.83682251,81.4845047,80.63715363,72.97250366,75.85700226,79.46169281,73.82419586,79.96879578,79.98946381,86.35809326,76.00364685,75.81053162,71.79653168,,
"Congo, Dem. Rep.",COD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.31794739,81.1362381,80.25372314,74.33638,77.48260498,75.52907562,74.65390778,70.4540863,55.78235626,52.06269836,44.92355728,44.10102844,46.22849274,45.87931442,45.96085739,44.05062485,44.1463089,47.57792282,49.70477295,45.35538864,46.45769501,,
"Congo, Rep.",COG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.28010941,47.09030151,62.98707199,62.73117447,57.11585999,53.5273819,50.25200653,50.77010727,39.41572952,51.99794006,43.5290947,41.86789703,30.75750923,31.96123886,33.83419037,35.54330826,51.72954178,54.3846817,59.19979477,49.14887619,45.8336792,,
Colombia,COL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.44912529,24.90193558,22.91945457,20.76104736,25.22247505,27.22987747,27.20326614,28.88030434,30.57853508,27.89937401,27.71212769,26.34729958,29.61198616,30.14255905,29.59565544,29.16895485,29.67050934,28.95903969,28.38554382,28.87286377,27.34048843,,
Comoros,COM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.23478699,84.08560944,78.96510315,75.90392303,75.86032104,79.24791718,82.74941254,85.24043274,87.07696533,87.93836212,84.24782562,67.65489197,70.12582397,70.49770355,68.25216675,79.08192444,74.99800873,67.3667984,71.24887848,66.36086273,72.28987885,,
Cabo Verde,CPV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.12869835,24.1529026,24.347229,25.02544975,24.71387291,25.47904396,24.6391468,23.73462677,25.38682365,25.30020332,30.70263481,28.73502731,27.10365105,26.95812416,27.8062706,30.02191162,31.33416367,29.7220211,28.58083344,29.24748611,25.36179543,,
Costa Rica,CRI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.96525574,33.18317795,32.75107193,33.28980637,33.75152206,35.86635208,33.80148697,33.69436264,32.04026413,28.77338409,27.4743309,29.67763901,29.25608253,28.96061707,28.95439339,27.28744316,26.64774513,26.43719292,27.59983826,27.46307373,28.05780602,,
Caribbean small states,CSS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6497278,53.78689495,50.65259929,51.89603588,51.014521,50.70678004,52.11772282,51.15490496,49.58466388,48.02151318,48.05364751,47.71200824,48.52444753,47.53375896,48.17237144,45.97069676,45.33219545,43.00232364,44.81816479,44.69148891,41.82287712,,
Cuba,CUB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22938156,18.70623779,19.3773613,20.32512474,19.59809303,14.84367657,14.26366234,9.78314972,8.83751297,8.0996418,9.1819706,10.81637955,13.13097286,12.27119064,9.63887787,9.62183094,10.28543472,10.70137501,11.17386532,10.85016251,8.91997337,,
Curacao,CUW,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.39131927,57.6767807,55.02059174,55.46650696,58.16550827,57.99499893,56.57409668,56.21895599,57.92438507,56.91584396,53.34986877,51.64040756,53.13875198,53.31780624,56.38583755,56.78711319,57.76531219,58.1172905,57.60602951,44.11381149,21.4881916,,
Czechia,CZE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.29593849,12.55188179,11.92584133,12.5183363,12.39750767,14.77374363,14.49704933,16.20757675,19.00500679,17.1166172,16.87223244,16.3056469,16.45560455,16.59399605,17.42986298,17.76703644,18.12168121,15.95528316,15.46120358,15.33059692,12.58331776,,
Germany,DEU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.79514885,21.82748604,22.17834282,22.59224129,24.10653687,24.32530975,24.76359177,24.83541489,24.72610474,24.34755135,24.3104763,24.58692932,24.56152153,23.58071899,22.98406792,23.04162598,22.71025848,22.42391396,22.74966621,22.83735847,21.55996323,,
Djibouti,DJI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.99358749,55.40604401,43.33620834,37.42380905,41.85393906,42.25835037,38.1702652,36.29995728,32.11386108,30.64589691,29.5377655,25.22384644,24.23509216,25.01658249,23.93575096,21.76084518,24.55325317,27.70898819,30.82097816,33.07572174,28.15472794,,
Dominica,DMA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.96135712,42.31158829,42.88747025,41.21708298,41.82513809,41.15979004,41.06094742,44.17878342,45.60821915,43.43860245,39.90140533,37.82746506,36.47714996,36.3649025,36.75865936,35.02060699,33.13957977,29.36779976,31.79000664,34.82003021,30.12637711,,
Denmark,DNK,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89263344,16.59431648,16.19421577,16.09014893,16.4509182,16.25593948,16.12974358,16.29170609,15.98013306,15.5412426,15.73355293,16.0640049,15.63349533,15.53842449,15.55640602,15.7445879,15.81834888,16.04328728,16.25019073,16.29055595,15.1425581,14.58524227,
Dominican Republic,DOM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.13898849,62.20698929,61.007267,70.36499786,71.05226135,66.30522919,63.78224945,57.0669136,51.7277832,50.14858246,48.21838379,45.3833847,43.82303619,42.88215256,41.07526398,40.77064514,40.99045563,39.34815216,37.47458649,37.68410492,33.54777527,,
Algeria,DZA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.98437881,23.72669983,24.67682457,23.25556946,28.59969711,30.62975502,31.48499298,30.14612579,27.96792221,29.06443405,30.48966217,29.36287117,27.0385437,28.93192482,27.95614433,29.51379204,32.29237366,34.01862335,34.1256218,34.90895844,37.37420654,,
East Asia & Pacific (excluding high income),EAP,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0424954,72.1628298,69.99077418,67.4684195,65.9751866,64.58570087,62.0389866,58.65427598,54.67980399,50.88455527,49.77754493,48.40969959,46.26802128,44.68263831,42.97543453,41.29834272,42.84882544,44.03721165,44.26632461,44.59046034,45.35783534,,
Early-demographic dividend,EAR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.07898645,53.83092948,54.69521926,54.19165614,53.52968492,54.21887661,52.68825996,52.48894059,52.1699092,50.93855341,51.61602476,50.32526223,49.68446659,49.7117871,48.40848389,47.85045795,48.55340984,46.29299619,47.11809426,48.78273849,45.60343967,,
East Asia & Pacific,EAS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.58387426,29.92597628,30.66310158,31.10004221,30.78781187,31.00606359,32.27149007,32.02764207,31.94012522,30.81659506,30.57686397,29.1329152,29.43333606,31.06730427,31.1012694,31.24837176,31.50771459,32.59244217,33.38907624,33.54995595,34.03426773,,
Europe & Central Asia (excluding high income),ECA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3859484,40.71335216,39.30469982,38.44315017,38.34039391,38.09694623,37.56868203,37.29438568,36.22918001,34.44862486,35.99906783,35.96003305,35.5593208,36.75735073,36.88036511,38.55897371,39.1845,40.00628327,39.47678824,38.6263396,32.41538029,,
