country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Burundi,BDI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.86367798,,94.62682343,90.3552475,,73.44155884,,,,89.13030243,87.00955963,92.14295959,95.61134338,98.09078217,,,,,,,,,,
Belgium,BEL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.20800018,,,95.88855743,96.2678833,96.2229538,96.38166809,,94.40838623,95.17556763,94.96034241,94.44008636,94.87132263,94.55084991,94.64888763,,,
Benin,BEN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.43086243,,81.36963654,71.99983978,,75.86672211,79.42736816,86.29342651,86.74726868,94.30213165,96.30973816,94.27970886,91.84848022,,89.42201996,92.50105286,93.4101181,91.6901474,,,,,,,
Burkina Faso,BFA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.66840363,,,,,,,,,,,,,,,
Bangladesh,BGD,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.97682953,79.92144775,80.98143005,,99.48539734,99.46163177,,,,85.81730652,,,71.03983307,,,
Bulgaria,BGR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97931671,96.28614044,96.32324219,,89.88954163,91.49952698,82.40759277,86.02793121,90.99803925,94.9312973,95.22863007,94.13838959,92.69834137,,,,95.5057373,95.19905853,94.0521698,,,
Bahrain,BHR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.15100098,,,,,,,,,,
"Bahamas, The",BHS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2496109,95.24446869,93.5872879,93.74764252,,94.88020325,89.07084656,92.19554901,88.85500336,90.94242096,91.28302765,95.23313141,96.03291321,94.36782074,,92.44734192,91.59693909,90.81482697,
Belize,BLZ,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.33400726,,80.68209839,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.53227997,,,,,,,
Bolivia,BOL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.21350861,94.87458801,93.85858917,92.31028748,91.03301239,,94.06611633,93.86739349,94.06816101,93.28881073,92.25131226,93.17867279,92.7514801,93.88414764,92.01461029,93.76229095,93.43430328,96.0512619,96.63198853,97.52236938,96.93305206,97.03069305,,,
Barbados,BRB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.73188782,99.89320374,99.31194305,89.34382629,88.91442108,90.98284912,96.0220108,,94.85813904,93.14247131,98.08202362,93.8188324,,,,96.39073944,,95.89170074,95.55317688,,95.91969299,97.75396729,96.75559235,
Brunei Darussalam,BRN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.76885223,,,,,,
Bhutan,BTN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.99127197,,,,,,,
Botswana,BWA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23574829,,,,,,,,,,,,,
Central African Republic,CAF,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.75261688,,99.04538727,97.72807312,,98.87496185,,,,,,,,,,,,
Canada,CAN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.08072662,95.84736633,96.39845276,96.58566284,96.86862946,,,95.3928299,93.77896881,93.57315063,92.44956207,90.92619324,90.28829956,89.55126953,,92.22820282,92.29827881,92.24427795,92.89116669,90.98082733,91.31813049,92.63697052,,,
Central Europe and the Baltics,CEB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.26731491,89.75061798,92.32678986,93.50300217,92.87778854,90.50948334,90.56019974,90.43313599,91.28774643,90.30552673,91.01070786,92.11109924,91.49994659,91.02726746,91.97969818,93.12680817,93.49336243,91.6729126,92.98815155,,,
Switzerland,CHE,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.26040649,89.12229919,91.03620148,90.83512878,90.06210327,90.31545258,90.91430664,90.85312653,91.47373962,92.51360321,92.18582153,91.48609161,91.39543152,90.99284363,91.33872986,90.96659851,90.03993988,89.75731659,89.40428162,,,,,,
Channel Islands,CHI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.55490875,87.18878174,,86.06871033,89.20166016,85.27187347,95.58857727,95.04004669,95.34913635,97.22917175,97.03079987,,,,,,,,93.50627136,88.16384125,94.72548676,,,
China,CHN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.52424622,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6579895,89.10955048,,,,,,,96.92862701,95.84342194,94.14237213,91.40724182,93.0191803,93.30944824,87.04328918,89.39962769,92.88704681,94.10917664,93.42006683,93.53469849,94.6153183,,,,
Cameroon,CMR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.91490173,81.67746735,86.64293671,92.24500275,,86.38931274,,,,,,,,,
"Congo, Dem. Rep.",COD,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.38336182,,,83.12921143,,,,,,,,,
"Congo, Rep.",COG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.83647156,,94.34584808,,,100,100,,77.73352814,79.10758209,77.71544647,72.64650726,74.05142975,74.78050995,77.50061798,76.15223694,87.3600769,84.95243835,86.6366272,,
Comoros,COM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.99252319,,,,,,,,,,,,,,,,,99.99887085,,,,,,,
Cabo Verde,CPV,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.31471252,84.56381989,78.55069733,,84.08804321,,92.74459839,,,,,96.35610962,95.05690765,,,,,,
Costa Rica,CRI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,96.00953674,95.59879303,97.39600372,95.77008057,96.42742157,,
Caribbean small states,CSS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.31272125,,95.52992249,,,,90.57778931,100,,96.9486618,97.9017334,,98.00878143,97.66468048,97.32833862,97.21338654,98.0438385,98.36051178,91.88948059,,
Cuba,CUB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.09062195,88.92945099,83.4990921,,86.04038239,86.8236084,88.90405273,96.94474792,97.89093018,98.46585083,99.10224915,,,,,,,,,,,,
Curacao,CUW,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
Cayman Islands,CYM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
Cyprus,CYP,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.79486847,90.40776825,88.11370087,85.78412628,89.41034698,86.62361145,87.9681015,88.9411087,85.06902313,88.06952667,89.03708649,89.7184906,,96.47997284,97.24485016,95.87896729,93.91876984,92.28501129,,96.60784149,,,
Czechia,CZE,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.96408844,91.18202972,91.91177368,90.76966858,89.48332214,90.84902954,90.42597961,90.34034729,89.57499695,89.381073,89.95552063,88.84197998,89.91665649,87.39916229,90.73867035,90.30155182,88.85929108,92.13555908,94.56498718,91.2352829,87.38809967,88.99597168,,,
Germany,DEU,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9992218,,,,,,,,,,92.39441681,,90.4095993,90.80905914,92.42632294,92.60111237,92.93862152,93.20913696,93.27955627,93.05982971,92.48470306,91.5839386,,,
Djibouti,DJI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4296875,98.66233826,98.34707642,97.6697998,98.23381805,97.39203644,97.30641937,96.62322235,95.43718719,,,,,,,,,,,,,,,
Dominica,DMA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
Denmark,DNK,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.19284821,93.44580078,92.12297058,91.75530243,92.28961945,93.38137054,93.85218048,94.71839142,94.60050201,94.94255066,94.72698212,94.14659119,92.92581177,96.33322144,91.04678345,93.65685272,93.63587189,,91.1986618,93.42622375,93.41033173,93.22409821,,,
Dominican Republic,DOM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.06417847,93.29007721,,96.60665894,,,82.43276215,,,,,,,,,,,,,,,
Algeria,DZA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.50389099,,87.0079155,92.26815033,92.74909592,94.32579041,,,,,,,,
Early-demographic dividend,EAR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.42565918,89.54891968,91.12965012,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.79792786,91.69309235,,92.6207962,91.63761139,91.99924469,93.8843689,91.76943207,,,
Europe & Central Asia,ECS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.36808395,92.15510941,93.23621368,92.97541046,91.77461243,91.95755768,91.73252869,91.94550323,91.31506348,92.8359375,92.11109924,92.82453156,92.89260483,92.78594971,93.12680817,93.21694946,93.39974976,93.0287323,,,
Ecuador,ECU,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.77924347,,,,,,,,,,,,,,,,,,,97.2996521,97.56703186,96.66174316,
"Egypt, Arab Rep.",EGY,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38651276,93.07108307,92.66517258,92.28312683,90.46807098,91.21595001,91.31285477,92.80586243,91.23925781,91.04521942,91.65258408,93.74315643,91.31506348,91.11608124,92.26809692,94.16333008,93.69287872,92.46838379,93.12680817,93.12822723,92.68877792,93.13623047,,,
Eritrea,ERI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.59397888,56.98942184,39.58060837,,58.3088913,,80.41281891,,,,,,,,,,,,,,,,
Spain,ESP,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19007111,91.04994202,91.135849,90.46807098,88.95581055,90.16741943,90.15789032,88.36164856,87.7767334,87.47151947,88.45355225,89.22807312,89.22807312,92.15519714,94.15419006,94.71495819,94.65103149,95.44473267,94.87869263,94.90090942,94.70231628,,,
Estonia,EST,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.56961823,85.04180145,89.78801727,90.49976349,,,,,,,,,86.61392212,90.72646332,91.63037872,92.94017029,90.94671631,87.85933685,88.10266876,,,
Ethiopia,ETH,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.21073151,,,,,,,,,,70.97171783,65.85267639,66.55677032,65.19364929,63.89757919,61.69786835,64.62667847,,,,,,,
European Union,EUU,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38651276,92.43340302,92.12297058,92.01921463,90.78245926,92.15510941,93.23621368,92.89063644,91.49952698,91.84844208,92.28079224,92.17807007,91.31506348,91.32941818,92.25295258,94.16333008,93.66437531,93.16103363,93.27955627,93.42622375,93.15159225,93.13623047,,,
Fragile and conflict affected situations,FCS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.11000061,93.32675171,92.28312683,91.65490723,91.28643036,91.00417328,92.97541046,92.45343781,93.10160828,92.92803192,93.74315643,93.92497253,92.8359375,93.9919281,94.21707153,93.69287872,91.15679932,91.19625854,90.97972107,91.47479248,89.54518127,,,
Fiji,FJI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.86672974,,,,,,,,,
France,FRA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.78465271,,,,,,,,,,,,,,,,,,,92.36663055,92.15415192,91.5382309,,,
Faroe Islands,FRO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.08956909,94.27716064,94.85032654,92.28891754,93.0282135,93.91741943,92.06787109,92.00871277,91.37677765,93.9174118,91.73252869,90.35804749,88.58717346,93.84577179,,97.32396698,97.28891754,97.38407898,97.69721985,97.49172974,97.68508148,97.8219986,,,
Georgia,GEO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.78669739,,,89.15119171,85.25978088,82.0617981,79.22971344,86.61405945,89.48175812,83.08502197,,95.75170898,94.76828003,91.42440033,,,,,,,,
Gibraltar,GIB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.54576111,96.49629974,,,,,
Guinea,GIN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.57037354,93.9631424,92.29340363,96.48339844,,77.39177704,87.61369324,87.67404175,87.67404175,87.67404175,87.63375092,97.97048187,98.62207031,,
"Gambia, The",GMB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.53633118,62.61312103,57.23836136,65.9874115,57.84104919,,,,,,,,,,
Guinea-Bissau,GNB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.58248138,,,,,,,,,,,,73.97213745,70.46006775,66.89154053,49.23128128,,,,,,,,,
